,State,Year,NOR(I),NOE(I),NOR(O),NOE(O),Drought,Earthquake,Fire,Flood,Human Cause,Hurricane,Ice,Mud/Landslide,Other,Snow,Storm,Terrorism,Tornado,Tsunami,Typhoon,Volcano,Water,Winter,Total disasters
429,KY,2001,44319,87842.0,42098.0,83113.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,FL,2001,274588,510424.0,191507.0,347559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,MN,2001,46342,82757.0,47695.0,85415.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,TX,2001,196447,398262.0,174817.0,352335.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,KS,2001,38130,77163.0,41486.0,84186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,AR,2001,30120,62464.0,29493.0,60415.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,MD,2001,83742,150639.0,73598.0,134447.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,ID,2001,22035,46157.0,20133.0,40488.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,WV,2001,19614,38414.0,18760.0,34998.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,LA,2001,37193,72228.0,42484.0,84716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,ND,2001,8818,16014.0,11071.0,20234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,OK,2001,40999,84729.0,40303.0,82590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,CT,2001,40096,71022.0,42246.0,73010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,NE,2001,20157,40212.0,23301.0,45373.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,DE,2001,14578,26849.0,12327.0,22957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,MI,2001,62612,117674.0,75755.0,137748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,VA,2001,126095,238157.0,111993.0,214188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,SC,2001,56506,109844.0,49741.0,94443.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,RI,2001,15683,27348.0,14134.0,24296.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,MS,2001,29749,60455.0,31688.0,63801.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,NM,2001,31068,62084.0,28795.0,58616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,PA,2001,100039,184636.0,105038.0,183876.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,DC,2001,23484,33275.0,24648.0,40330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,AK,2001,14634,29497.0,14052.0,28522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,VT,2001,10512,17312.0,10040.0,15979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,MO,2001,63138,121585.0,61072.0,115684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,NY,2001,142696,224554.0,194134.0,349429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,ME,2001,17306,31367.0,14453.0,24120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,MT,2001,15761,29628.0,15735.0,28504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,OR,2001,52902,94890.0,43938.0,79996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,MS,1992,30147,66553.0,27101.0,58512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,WA,1992,90635,182652.0,63846.0,130649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,ME,1992,13877,26986.0,15339.0,28653.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,AR,1992,34591,77466.0,26671.0,57937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,VA,1992,119006,242098.0,105046.0,215961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,PA,1992,90384,176386.0,94226.0,174143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,OR,1992,51485,102570.0,35201.0,68756.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,CO,1992,87565,173346.0,59349.0,119994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,FL,1992,233566,454438.0,179982.0,352961.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,DC,1992,22411,34567.0,26708.0,47204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,CT,1992,33195,60452.0,46731.0,83912.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,DE,1992,12238,23854.0,10609.0,21024.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,WI,1992,43659,86733.0,38808.0,70304.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,NV,1992,46691,91722.0,31284.0,62650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,TN,1992,72268,154710.0,54604.0,115208.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,AL,1992,47503,106325.0,39014.0,84173.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,IA,1992,29125,59439.0,30295.0,57495.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,LA,1992,40963,87613.0,47079.0,105139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,HI,1992,28032,54928.0,27035.0,59419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,MI,1992,57931,115205.0,74415.0,141832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,MN,1992,43975,83989.0,37766.0,68900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,MT,1992,16983,35209.0,12093.0,24022.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,UT,1992,26880,61674.0,19362.0,45521.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,IN,1992,57160,120224.0,52568.0,103320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,MD,1992,71818,137377.0,72104.0,141650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,KS,1992,39273,84299.0,38792.0,84132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,AZ,1992,86586,175622.0,60551.0,125265.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,OH,1992,81917,164435.0,88499.0,170199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,NJ,1992,74088,141858.0,90863.0,171741.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,RI,1992,11396,20651.0,13965.0,26587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,NH,1992,20087,37221.0,19925.0,35370.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,VT,1992,8694,15499.0,8614.0,14684.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,NC,1992,107593,223917.0,81380.0,171589.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,GA,1992,113040,236910.0,82179.0,174420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,WY,1992,11258,23842.0,10620.0,22351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,IL,1992,96732,184579.0,114691.0,228436.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,SD,1992,11576,23832.0,10491.0,21147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,NY,1992,111721,190365.0,172503.0,323915.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,ND,1992,9961,19737.0,10628.0,21501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,OK,1992,44325,97845.0,41315.0,90986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,NE,1992,20573,44427.0,21180.0,45085.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,KY,1992,44871,95831.0,38830.0,82851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,MO,1992,61937,127764.0,54951.0,111554.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,ID,1992,24005,54812.0,15946.0,34465.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,CA,1992,205155,372838.0,315822.0,659933.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,AK,1992,17702,37874.0,16849.0,37851.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,TX,1992,194391,427891.0,164360.0,364587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,NM,1992,34996,76991.0,28416.0,64630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,MA,1992,56749,92664.0,69209.0,119348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,SC,1992,53060,112276.0,47515.0,102454.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,WV,1992,19287,41006.0,16961.0,33469.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,OR,2002,48480,87400.0,42729.0,78793.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,MT,2002,15364,28891.0,13958.0,25092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,ME,2002,16689,30471.0,13225.0,22329.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,NY,2002,127917,204353.0,180739.0,331213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,MO,2002,58808,113937.0,57048.0,108057.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,PA,2002,94864,179289.0,97804.0,171862.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,NM,2002,29296,57834.0,27112.0,54552.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,DC,2002,21006,29340.0,23592.0,38692.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,VT,2002,9852,16251.0,9709.0,15501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,AK,2002,14099,27647.0,13953.0,28697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,RI,2002,14498,25329.0,13705.0,24085.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,MS,2002,28043,57838.0,28672.0,58420.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,VA,2002,114320,217456.0,101625.0,193455.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,SC,2002,53190,103547.0,45226.0,86609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,NE,2002,18767,37756.0,20738.0,40671.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,DE,2002,14440,26648.0,11544.0,21605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,MI,2002,54565,105565.0,68808.0,125063.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,CT,2002,36976,66917.0,39494.0,68314.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,WI,2002,42561,81371.0,44073.0,77896.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,OK,2002,36359,76175.0,37427.0,76559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,ND,2002,8469,15025.0,9726.0,17904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,WV,2002,18548,37135.0,17476.0,32508.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,LA,2002,34321,67560.0,37801.0,75404.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,ID,2002,21537,45371.0,18681.0,37754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,MD,2002,75507,136633.0,71679.0,130941.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,AR,2002,29064,61082.0,27044.0,55768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,KS,2002,33747,68442.0,38501.0,76891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,TX,2002,168684,347225.0,159267.0,322623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,MN,2002,41160,74580.0,45244.0,81538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,FL,2002,255066,478543.0,180150.0,328726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,AZ,2002,93546,178937.0,69136.0,131587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,KY,2002,40919,82567.0,37914.0,74643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,GA,2002,106634,214164.0,94855.0,187931.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,NJ,2002,79049,145765.0,94606.0,172194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,TN,2002,68018,136836.0,60577.0,119736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,WY,2002,10753,20766.0,11128.0,20973.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,CA,2002,208478,363603.0,235857.0,451486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,SD,2002,10472,20003.0,10901.0,20014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,HI,2002,22137,40973.0,20677.0,41759.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,MA,2002,59234,92107.0,77573.0,131191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,OH,2002,73924,141210.0,89814.0,164417.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,NV,2002,56476,106429.0,38514.0,72278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,IL,2002,88575,158871.0,117377.0,222264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,IA,2002,25800,50910.0,31244.0,56957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,CO,2002,71363,130225.0,74081.0,138257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,WA,2002,75253,142304.0,73637.0,140106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,NH,2002,23234,41926.0,21281.0,36261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,NC,2002,104016,202080.0,92872.0,180581.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,UT,2002,24497,52778.0,28328.0,62393.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,AL,2002,39342,81756.0,38563.0,77749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,IN,2002,53637,106716.0,55869.0,106238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,AR,1991,32095,71169.0,27951.0,59690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,TN,1991,69635,148111.0,54480.0,112652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,HI,1991,28167,54272.0,25420.0,54155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,DC,1991,21782,33401.0,27200.0,47311.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,GA,1991,109107,228903.0,83240.0,173525.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,VA,1991,119577,240697.0,103647.0,211080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,OK,1991,44697,98392.0,39741.0,85947.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,PA,1991,90135,175474.0,98146.0,180403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,CA,1991,236007,429962.0,281887.0,577023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,RI,1991,11046,20017.0,14249.0,26742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,NH,1991,19790,36187.0,21233.0,37994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,MT,1991,15683,32268.0,12505.0,24217.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,ME,1991,13543,26061.0,16529.0,30890.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,IL,1991,97177,183952.0,113789.0,223754.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,SD,1991,11128,22972.0,10160.0,20429.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,MA,1991,51658,84860.0,76152.0,129074.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,NM,1991,32839,72759.0,27711.0,61497.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,ND,1991,9336,18151.0,10454.0,20934.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,OR,1991,49812,98491.0,36917.0,71599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,NV,1991,44874,86785.0,31678.0,62032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,ID,1991,21994,49495.0,16084.0,34438.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,MN,1991,40925,77062.0,38568.0,69731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,CT,1991,32886,59120.0,50932.0,91515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,WY,1991,11290,23985.0,10438.0,21697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,NJ,1991,74712,140581.0,94315.0,177826.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,NE,1991,20540,43928.0,20744.0,42726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,AL,1991,46542,102913.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,MS,1991,28218,62066.0,28242.0,60091.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,IN,1991,55953,115994.0,54139.0,105433.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,WV,1991,19506,40646.0,18006.0,35588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,MI,1991,58404,115154.0,74194.0,138571.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,DE,1991,12431,24194.0,10716.0,21056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,WI,1991,42511,84449.0,38578.0,69547.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,AZ,1991,81208,164093.0,63456.0,130324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,KY,1991,44724,94795.0,36614.0,76366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,NC,1991,103141,210420.0,76509.0,157748.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,MO,1991,57093,117306.0,57217.0,114444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,OH,1991,83635,167213.0,88084.0,168434.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,CO,1991,82368,163823.0,58376.0,117374.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,KS,1991,40093,86107.0,36753.0,78378.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,IA,1991,29001,59172.0,30297.0,57047.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,WA,1991,92283,185242.0,62592.0,126464.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,MD,1991,72208,137091.0,71832.0,138978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,UT,1991,25255,57229.0,19490.0,45721.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,TX,1991,185320,405660.0,164705.0,358520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,SC,1991,52281,109795.0,45674.0,97182.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,FL,1991,241395,467487.0,184713.0,356413.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,NY,1991,110454,190760.0,178670.0,332310.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,LA,1991,43597,92626.0,45084.0,97527.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,AK,1991,18803,39702.0,16028.0,34336.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,VT,1991,8253,14282.0,8673.0,14688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,SC,1994,53951,111230.0,48046.0,100705.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,ID,1994,23282,51953.0,17322.0,36883.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,WV,1994,18546,38445.0,18832.0,36232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,LA,1994,40370,83784.0,41936.0,88365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,WI,1994,43035,86128.0,41482.0,75520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,OK,1994,41632,91338.0,40763.0,87499.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,CT,1994,35221,64065.0,46476.0,83096.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,NE,1994,21682,46321.0,21155.0,43453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,DE,1994,13008,25476.0,11193.0,21749.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,MI,1994,65948,130526.0,70757.0,132184.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,VA,1994,117269,235748.0,109094.0,220884.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,RI,1994,11052,19892.0,14660.0,27183.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,MS,1994,31420,67454.0,28410.0,59416.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,PA,1994,87531,167845.0,101919.0,186892.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,NM,1994,34744,73363.0,29508.0,63945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,DC,1994,21574,31971.0,27219.0,47053.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,AK,1994,14549,29432.0,17154.0,37094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,VT,1994,9362,16541.0,9139.0,15362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,MO,1994,63759,130307.0,56273.0,111060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,NY,1994,114890,189208.0,187090.0,351237.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,SD,1994,11739,24079.0,11178.0,22491.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,ME,1994,14206,26922.0,15349.0,28307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,MT,1994,16628,33630.0,13141.0,25678.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,OR,1994,51743,100761.0,37446.0,72509.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,ND,1994,10764,21648.0,11243.0,22588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,IN,1994,60108,123956.0,56287.0,110595.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,AL,1994,45371,98322.0,42159.0,88494.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,UT,1994,27267,60890.0,22378.0,51036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,NH,1994,22332,40986.0,19934.0,35252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,WA,1994,87044,173899.0,69079.0,138588.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,CO,1994,88633,172074.0,65912.0,130900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,OH,1994,85201,168029.0,92277.0,175469.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,MA,1994,63020,100813.0,69160.0,118337.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
